row_index,doc_id,question,answer,true_label,predicted_label,verdict,entailment_score,neutral_score,contradiction_score,max_similarity,retrieved_context,is_correct,error_type,verdict_detail
491,nintendo_2ds_xl.pdf,What kind of stylus is safe to use on the touch screen?,use only a Nintendo certified stylus on the touch screen.,1,1,UNCERTAIN,0.879,0.0033,0.1178,0.8072,"turned on or off from HOME Menu settings (page 24). Touch Screen (Lower screen) To minimize risk of damage, this screen should only be operated with a Nintendo licensed stylus. Recharge LED ( ) Lights when the battery is being charged (page 15). START/SELECT A/B/X/Y Buttons System Components System Components System Components Upper Screen Using the Touch Screen HOME Button ( ) Displays the HOME Menu during a game (page 20).",True,TP,UNCERTAIN_LEANING_GROUNDED
492,makita_drill.pdf,How do I perform a screwdriving operation with this tool?,Place the point of the driver bit in the screw head and\napply pressure to the tool. Start the tool slowly and then\nincrease the speed gradually. Release the switch trigger\nas soon as the clutch cuts in.,0,0,GROUNDED,0.9864,0.0017,0.0119,0.8669,"the other hand on the bottom of the battery cartridge to control the twisting action. Screwdriving operation CAUTION: Adjust the adjusting ring to the proper torque level for your work. CAUTION: Make sure that the driver bit is inserted straight in the screw head, or the screw and/or driver bit may be damaged. Place the point of the driver bit in the screw head and apply pressure to the tool. Start the tool slowly and then increase the speed gradually. Release the switch trigger as soon as the c",True,TN,GROUNDED
493,ford_mach_e.pdf,What specific chemicals known to California are users exposed to when servicing the vehicle?,phthalates and lead,0,0,GROUNDED,0.992,0.0012,0.0068,0.8501,"off-highway motor vehicle can expose you to chemicals including phthalates and lead, which are known to the State of California to cause cancer and birth defects or other reproductive harm. To minimize exposure, wear gloves or wash your hands frequently when servicing your vehicle. For more information go to www.P65Warnings.ca.gov/passenger-vehicle. WARNING: Battery posts, terminals and related accessories contain lead and lead compounds, chemicals known to the State of California to cause cance",True,TN,GROUNDED
494,makita_drill.pdf,What type of batteries are stipulated for use to prevent potential hazards like fire or injury?,Only use approved Makita-compatible batteries.,1,0,GROUNDED,0.9581,0.0057,0.0362,0.7939,"ENGLISH MAINTENANCE CAUTION: Always be sure that the tool is switched off and the battery cartridge is removed before attempting to perform inspection or maintenance. NOTICE: Never use gasoline, benzine, thinner, alcohol or the like. Discoloration, deformation or cracks may result. To maintain product SAFETY and RELIABILITY, repairs, any other maintenance or adjustment should be performed by Makita Authorized or Factory Service Centers, always using Makita replacement parts. OPTIONAL ACCESSORIES",False,FN,GROUNDED
495,makita_drill.pdf,"How do I check the remaining battery capacity if my battery has a ""B"" at the end of its model number?",Press the check button on the battery cartridge twice to indicate the remaining battery capacity. The indicator lamps light up for few seconds.,1,0,GROUNDED,0.9897,0.0029,0.0073,0.8789,"ENGLISH Indicating the remaining battery capacity Only for battery cartridges with ""B"" at the end of the model number ► 1. Indicator lamps 2. Check button Press the check button on the battery cartridge to indi- cate the remaining battery capacity. The indicator lamps light up for few seconds. Indicator lamps Remaining capacity Lighted Off Blinking 75% to 100% 50% to 75% 25% to 50% 0% to 25% Charge the battery. The battery may have malfunctioned. NOTE: Depending on the conditions of use and the",False,FN,GROUNDED
496,spot_boston_dynamics.pdf,How much does Spot weigh?,32 kg/70.5 lbs,0,0,GROUNDED,0.9948,0.0009,0.0043,0.7668,"R 2.0 V A HANDLING SPOT Spot is heavy (32 kg/70.5 lbs) and can be awkward to carry, particularly with attached payloads. Grab the handles and maintain safe lifting precautions. Always use two people to lift Spot, one at the front and one at the rear. Remove battery from Spot. With two people, lift Spot by the handles and carefully lower into case. PLACING SPOT IN CASE LIFTING SPOT",True,TN,GROUNDED
497,ford_mach_e.pdf,What specific chemicals known to California are users exposed to when servicing the vehicle?,mercury and lead,1,1,UNCERTAIN,0.7338,0.0075,0.2587,0.8501,"The information contained in this publication was correct at the time of going to print. In the interest of continuous development, we reserve the right to change specifications, design or equipment at any time without notice or obligation. No part of this publication may be reproduced, transmitted, stored in a retrieval system or translated into any language in any form by any means without our written permission. Errors and omissions excepted. © Ford Motor Company 2024 All rights reserved. Par",True,TP,UNCERTAIN_LEANING_GROUNDED
498,electrolux_oven.pdf,What is the primary electrical safety requirement mentioned for this oven regarding its connection?,This oven must be earthed!,0,0,GROUNDED,0.9912,0.0026,0.0062,0.8479,"electrical connection electrolux 49 Electrical Connection The oven is designed to be connected to 230-240 V~(50Hz) electricity supply. The oven has an easily accessible termi­ nal block which is marked as follows: This oven must be earthed! The cable used to connect the oven to the electrical supply must comply to the specifications given be­ low. For UK use only It is necessary that you install a double pole switch between the oven and the electricity supply (mains), with a mini­ mum gap of 3 m",True,TN,GROUNDED
499,dewalt_saw.pdf,How do I change how deep the saw cuts?,"1. Hold the saw firmly. Raise the depth adjustment lever 16 to loosen and move foot plate to obtain the desired depth of cut, as shown. Make sure the depth adjustment lever has been retightened (lowered) before operating the saw.\n2. Align the appropriate mark on the depth adjustment strap 17 with n",0,0,GROUNDED,0.9178,0.0026,0.0796,0.9127,"(65 mm) at 90°. 1. Hold the saw firmly. Raise the depth adjustment lever 16 to loosen and move foot plate to obtain the desired depth of cut, as shown. Make sure the depth adjustment lever has been retightened (lowered) before operating the saw. 2. Align the appropriate mark on the depth adjustment strap 17 with notch 18 on the upper blade guard. Your depth is set. For the most efficient cutting action, set the depth adjustment so that one-half tooth of the blade will project below the material ",True,TN,GROUNDED
500,tesla_model_s.pdf,How do I initiate a voice command?,"To initiate a voice command, fully press the microphone\nbutton on the right side of the steering yoke (or steering\nwheel). When a chime sounds, make your request.",0,0,GROUNDED,0.9928,0.0012,0.006,0.8151,"Call a contact • Interact with apps and settings To initiate a voice command, fully press the microphone button on the right side of the steering yoke (or steering wheel). When a chime sounds, make your request. Examples of Voice Commands Here is a list of example voice commands. This is not an exhaustive list. Tesla is constantly working to improve voice commands. NOTE: Your vehicle must be in Park to enable some voice commands (such as Sentry Mode, Dog Mode, etc.). Climate Controls Adjust your",True,TN,GROUNDED
501,hilti_hammer.pdf,What is the primary purpose of a 'WARNING' alert in the product documentation?,▶ Draws attention to a potential threat of danger that can lead to moderate injury or fatality.,1,1,UNCERTAIN,0.8471,0.0078,0.1451,0.7731,"60-AVR) Diameter Rated speed under no load Revolutions per minute Safety General power tool safety warnings WARNING Read all safety warnings, instructions, illustrations and specifications provided with this power tool. Failure to follow all instructions listed below may result in electric shock, fire and/or serious injury. Save all warnings and instructions for future reference. The term ""power tool"" in the warnings refers to your mains-operated (corded) power tool or battery- operated (cordles",True,TP,UNCERTAIN_LEANING_GROUNDED
502,dji_mavic_pro.pdf,How do I use the QuickShot feature?,"1. Take off and ensure the aircraft is flying at least 3.5 ft (1.2 m) above the ground.
2. Launch DJI GO 4, tap, then select QuickShot, and follow the prompts.
3. Select your target subject in the camera view and choose a shooting mode. Tap “GO” to begin recording.",1,0,GROUNDED,0.9597,0.0028,0.0375,0.9441,"spiraling around your subject. Rocket: Ascend with the camera pointing downward. Using QuickShot Ensure that the aircraft is in P Mode and that the Intelligent Flight Battery is charged sufficiently. Follow the steps below to use QuickShot: 1.5 m 2. Launch DJI GO 4, tap , then select QuickShot, and follow the prompts. 3. Select your target subject in the camera view and choose a shooting mode. Tap “GO” to begin recording. The aircraft will fly back to its original position after shooting is fini",False,FN,GROUNDED
503,lg_home_theater.pdf,What is the defined function of the Dynamic Range Control (DRC) audio setting?,you may wish to compress the dynamic range of the audio output (the difference between the loudest sounds and the quietest ones).,0,0,GROUNDED,0.9955,0.001,0.0035,0.8221,"AUDIO Each DVD disc has a variety of audio output options. Set the unit’s AUDIO options according to the type of audio system you use. Dynamic Range Control (DRC) With the DVD*1 format, you can hear a program’s soundtrack in the most accurate and realistic presentation, thanks to digital audio technology. However, you may wish to compress the dynamic range of the audio output (the difference between the loudest sounds and the quietest ones). Then, you may listen to a movie at a lower volume with",True,TN,GROUNDED
